phase,label,target_service,workload,placement_mode,users,duration_seconds,decision,health_code,locust_exit,metrics_exit,locust_request_count,locust_failure_count,locust_failure_pct,locust_median_ms,locust_avg_latency_ms,locust_p95_ms,locust_p99_ms,locust_req_rate,service,deployment,backend,cpu_pct,mem_pct,service_request_count,service_req_rate,service_error_count,service_error_pct,service_p50_ms,service_p95_ms,service_p99_ms,service_avg_latency_ms,exec_grpc_ms,faas_exec_p99_ms,cold_start_count,cold_start_p99_ms,metric_source,data_quality,stats_file,metrics_file
phase3,calibration_recommendationservice_100,recommendationservice,browse-product,calibration,100,180,completed,200,0,0,14787,4,0.0271,740.00,985.26,2800.00,3200.00,82.2297,emailservice,hybrid-dynamic,faas,0.0710,,,,,,,,,,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_recommendationservice_100_metrics.csv
phase3,calibration_recommendationservice_100,recommendationservice,browse-product,calibration,100,180,completed,200,0,0,14787,4,0.0271,740.00,985.26,2800.00,3200.00,82.2297,paymentservice,iaas,iaas,0.0000,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_recommendationservice_100_metrics.csv
phase3,calibration_recommendationservice_100,recommendationservice,browse-product,calibration,100,180,completed,200,0,0,14787,4,0.0271,740.00,985.26,2800.00,3200.00,82.2297,shippingservice,hybrid-dynamic,faas,0.0547,,,,,,,,,,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_recommendationservice_100_metrics.csv
phase3,calibration_recommendationservice_100,recommendationservice,browse-product,calibration,100,180,completed,200,0,0,14787,4,0.0271,740.00,985.26,2800.00,3200.00,82.2297,adservice,hybrid-dynamic,faas,12.7055,,19309.0343,70.7556,,,2.62,4.99,9.63,1.90,4.95,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_recommendationservice_100_metrics.csv
phase3,calibration_recommendationservice_100,recommendationservice,browse-product,calibration,100,180,completed,200,0,0,14787,4,0.0271,740.00,985.26,2800.00,3200.00,82.2297,recommendationservice,iaas,iaas,20.4066,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_recommendationservice_100_metrics.csv
phase3,calibration_recommendationservice_100,recommendationservice,browse-product,calibration,100,180,completed,200,0,0,14787,4,0.0271,740.00,985.26,2800.00,3200.00,82.2297,redis-cart,iaas,iaas,4.0397,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_recommendationservice_100_metrics.csv
phase1,phase1_recommendationservice_100,recommendationservice,browse-product,iaas-only,100,300,completed,200,0,0,47475,0,0.0000,380.00,404.15,590.00,1100.00,158.7441,frontend,iaas,iaas,40.2957,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_recommendationservice_100_metrics.csv
phase1,phase1_recommendationservice_100,recommendationservice,browse-product,iaas-only,100,300,completed,200,0,0,47475,0,0.0000,380.00,404.15,590.00,1100.00,158.7441,productcatalogservice,iaas,iaas,16.3128,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_recommendationservice_100_metrics.csv
phase1,phase1_recommendationservice_100,recommendationservice,browse-product,iaas-only,100,300,completed,200,0,0,47475,0,0.0000,380.00,404.15,590.00,1100.00,158.7441,cartservice,iaas,iaas,1.8861,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_recommendationservice_100_metrics.csv
phase1,phase1_recommendationservice_100,recommendationservice,browse-product,iaas-only,100,300,completed,200,0,0,47475,0,0.0000,380.00,404.15,590.00,1100.00,158.7441,checkoutservice,iaas,iaas,0.0005,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_recommendationservice_100_metrics.csv
phase1,phase1_recommendationservice_100,recommendationservice,browse-product,iaas-only,100,300,completed,200,0,0,47475,0,0.0000,380.00,404.15,590.00,1100.00,158.7441,currencyservice,iaas,iaas,22.5837,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_recommendationservice_100_metrics.csv
phase1,phase1_recommendationservice_100,recommendationservice,browse-product,iaas-only,100,300,completed,200,0,0,47475,0,0.0000,380.00,404.15,590.00,1100.00,158.7441,emailservice,iaas,iaas,0.3851,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_recommendationservice_100_metrics.csv
phase1,phase1_recommendationservice_100,recommendationservice,browse-product,iaas-only,100,300,completed,200,0,0,47475,0,0.0000,380.00,404.15,590.00,1100.00,158.7441,paymentservice,iaas,iaas,0.0112,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_recommendationservice_100_metrics.csv
phase1,phase1_recommendationservice_100,recommendationservice,browse-product,iaas-only,100,300,completed,200,0,0,47475,0,0.0000,380.00,404.15,590.00,1100.00,158.7441,shippingservice,iaas,iaas,0.0005,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_recommendationservice_100_metrics.csv
phase1,phase1_recommendationservice_100,recommendationservice,browse-product,iaas-only,100,300,completed,200,0,0,47475,0,0.0000,380.00,404.15,590.00,1100.00,158.7441,adservice,iaas,iaas,4.2934,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_recommendationservice_100_metrics.csv
phase1,phase1_recommendationservice_100,recommendationservice,browse-product,iaas-only,100,300,completed,200,0,0,47475,0,0.0000,380.00,404.15,590.00,1100.00,158.7441,recommendationservice,iaas,iaas,26.4913,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_recommendationservice_100_metrics.csv
phase1,phase1_recommendationservice_100,recommendationservice,browse-product,iaas-only,100,300,completed,200,0,0,47475,0,0.0000,380.00,404.15,590.00,1100.00,158.7441,redis-cart,iaas,iaas,3.5435,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_recommendationservice_100_metrics.csv
phase3,phase3_recommendationservice_100,recommendationservice,browse-product,hybrid,100,300,completed,200,0,0,35733,259,0.7248,460.00,611.62,1300.00,3000.00,119.4942,frontend,iaas,iaas,40.8928,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_recommendationservice_100_metrics.csv
phase3,phase3_recommendationservice_100,recommendationservice,browse-product,hybrid,100,300,completed,200,0,0,35733,259,0.7248,460.00,611.62,1300.00,3000.00,119.4942,productcatalogservice,iaas,iaas,14.8389,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_recommendationservice_100_metrics.csv
phase3,phase3_recommendationservice_100,recommendationservice,browse-product,hybrid,100,300,completed,200,0,0,35733,259,0.7248,460.00,611.62,1300.00,3000.00,119.4942,cartservice,iaas,iaas,1.7607,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_recommendationservice_100_metrics.csv
phase3,phase3_recommendationservice_100,recommendationservice,browse-product,hybrid,100,300,completed,200,0,0,35733,259,0.7248,460.00,611.62,1300.00,3000.00,119.4942,checkoutservice,iaas,iaas,0.0075,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_recommendationservice_100_metrics.csv
phase3,phase3_recommendationservice_100,recommendationservice,browse-product,hybrid,100,300,completed,200,0,0,35733,259,0.7248,460.00,611.62,1300.00,3000.00,119.4942,currencyservice,hybrid-dynamic,iaas,43.4686,,26176.6667,,,,186.52,473.28,763.42,198.47,4.97,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_recommendationservice_100_metrics.csv
phase3,phase3_recommendationservice_100,recommendationservice,browse-product,hybrid,100,300,completed,200,0,0,35733,259,0.7248,460.00,611.62,1300.00,3000.00,119.4942,emailservice,hybrid-dynamic,faas,0.0613,,,,,,,,,,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_recommendationservice_100_metrics.csv
phase3,phase3_recommendationservice_100,recommendationservice,browse-product,hybrid,100,300,completed,200,0,0,35733,259,0.7248,460.00,611.62,1300.00,3000.00,119.4942,paymentservice,iaas,iaas,0.0000,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_recommendationservice_100_metrics.csv
phase3,phase3_recommendationservice_100,recommendationservice,browse-product,hybrid,100,300,completed,200,0,0,35733,259,0.7248,460.00,611.62,1300.00,3000.00,119.4942,shippingservice,hybrid-dynamic,faas,0.0621,,,,,,,,,,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_recommendationservice_100_metrics.csv
phase3,phase3_recommendationservice_100,recommendationservice,browse-product,hybrid,100,300,completed,200,0,0,35733,259,0.7248,460.00,611.62,1300.00,3000.00,119.4942,adservice,hybrid-dynamic,iaas,39.7370,,20365.3929,,3.7500,0.0184,3.43,18.05,83.57,5.98,4.95,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_recommendationservice_100_metrics.csv
phase3,phase3_recommendationservice_100,recommendationservice,browse-product,hybrid,100,300,completed,200,0,0,35733,259,0.7248,460.00,611.62,1300.00,3000.00,119.4942,recommendationservice,iaas,iaas,23.3428,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_recommendationservice_100_metrics.csv
phase3,phase3_recommendationservice_100,recommendationservice,browse-product,hybrid,100,300,completed,200,0,0,35733,259,0.7248,460.00,611.62,1300.00,3000.00,119.4942,redis-cart,iaas,iaas,3.9708,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_recommendationservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_recommendationservice_100_metrics.csv
phase3,calibration_redis-cart_50,redis-cart,cart,calibration,50,180,completed,200,0,0,7349,0,0.0000,710.00,1078.56,2200.00,2400.00,40.9042,frontend,iaas,iaas,60.2444,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_50_metrics.csv
phase3,calibration_redis-cart_50,redis-cart,cart,calibration,50,180,completed,200,0,0,7349,0,0.0000,710.00,1078.56,2200.00,2400.00,40.9042,productcatalogservice,iaas,iaas,22.4417,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_50_metrics.csv
phase3,calibration_redis-cart_50,redis-cart,cart,calibration,50,180,completed,200,0,0,7349,0,0.0000,710.00,1078.56,2200.00,2400.00,40.9042,cartservice,iaas,iaas,2.9125,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_50_metrics.csv
phase3,calibration_redis-cart_50,redis-cart,cart,calibration,50,180,completed,200,0,0,7349,0,0.0000,710.00,1078.56,2200.00,2400.00,40.9042,checkoutservice,iaas,iaas,0.0081,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_50_metrics.csv
phase3,calibration_redis-cart_50,redis-cart,cart,calibration,50,180,completed,200,0,0,7349,0,0.0000,710.00,1078.56,2200.00,2400.00,40.9042,currencyservice,hybrid-dynamic,faas,44.8968,,62886.6626,246.4889,,,101.78,415.68,497.36,132.98,4.97,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_50_metrics.csv
phase3,calibration_redis-cart_50,redis-cart,cart,calibration,50,180,completed,200,0,0,7349,0,0.0000,710.00,1078.56,2200.00,2400.00,40.9042,emailservice,hybrid-dynamic,faas,0.0657,,,,,,,,,,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_50_metrics.csv
phase3,calibration_redis-cart_50,redis-cart,cart,calibration,50,180,completed,200,0,0,7349,0,0.0000,710.00,1078.56,2200.00,2400.00,40.9042,paymentservice,iaas,iaas,0.0000,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_50_metrics.csv
phase3,calibration_redis-cart_50,redis-cart,cart,calibration,50,180,completed,200,0,0,7349,0,0.0000,710.00,1078.56,2200.00,2400.00,40.9042,shippingservice,hybrid-dynamic,faas,4.6857,,4426.4312,20.0222,,,3.21,9.29,20.05,4.25,4.95,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_50_metrics.csv
phase3,calibration_redis-cart_50,redis-cart,cart,calibration,50,180,completed,200,0,0,7349,0,0.0000,710.00,1078.56,2200.00,2400.00,40.9042,adservice,hybrid-dynamic,faas,13.6731,,24471.1690,12.9778,3.7500,0.0153,3.30,15.95,81.37,5.49,4.95,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_50_metrics.csv
phase3,calibration_redis-cart_50,redis-cart,cart,calibration,50,180,completed,200,0,0,7349,0,0.0000,710.00,1078.56,2200.00,2400.00,40.9042,recommendationservice,iaas,iaas,31.5784,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_50_metrics.csv
phase3,calibration_redis-cart_50,redis-cart,cart,calibration,50,180,completed,200,0,0,7349,0,0.0000,710.00,1078.56,2200.00,2400.00,40.9042,redis-cart,iaas,iaas,4.6445,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_50_metrics.csv
phase3,calibration_redis-cart_100,redis-cart,cart,calibration,100,180,completed,200,0,0,18129,1,0.0055,890.00,852.36,1400.00,2000.00,100.9316,frontend,iaas,iaas,56.3516,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_100_metrics.csv
phase3,calibration_redis-cart_100,redis-cart,cart,calibration,100,180,completed,200,0,0,18129,1,0.0055,890.00,852.36,1400.00,2000.00,100.9316,productcatalogservice,iaas,iaas,20.4386,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_100_metrics.csv
phase3,calibration_redis-cart_100,redis-cart,cart,calibration,100,180,completed,200,0,0,18129,1,0.0055,890.00,852.36,1400.00,2000.00,100.9316,cartservice,iaas,iaas,2.9115,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_100_metrics.csv
phase3,calibration_redis-cart_100,redis-cart,cart,calibration,100,180,completed,200,0,0,18129,1,0.0055,890.00,852.36,1400.00,2000.00,100.9316,checkoutservice,iaas,iaas,0.0069,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_100_metrics.csv
phase3,calibration_redis-cart_100,redis-cart,cart,calibration,100,180,completed,200,0,0,18129,1,0.0055,890.00,852.36,1400.00,2000.00,100.9316,currencyservice,hybrid-dynamic,iaas,32.9662,,36186.3333,,,,75.66,232.32,341.12,86.29,4.96,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_100_metrics.csv
phase3,calibration_redis-cart_100,redis-cart,cart,calibration,100,180,completed,200,0,0,18129,1,0.0055,890.00,852.36,1400.00,2000.00,100.9316,emailservice,hybrid-dynamic,faas,0.0649,,,,,,,,,,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_100_metrics.csv
phase3,calibration_redis-cart_100,redis-cart,cart,calibration,100,180,completed,200,0,0,18129,1,0.0055,890.00,852.36,1400.00,2000.00,100.9316,paymentservice,iaas,iaas,0.0000,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_100_metrics.csv
phase3,calibration_redis-cart_100,redis-cart,cart,calibration,100,180,completed,200,0,0,18129,1,0.0055,890.00,852.36,1400.00,2000.00,100.9316,shippingservice,hybrid-dynamic,iaas,5.2521,,12129.2308,,,,4.74,21.30,66.01,7.02,4.95,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_100_metrics.csv
phase3,calibration_redis-cart_100,redis-cart,cart,calibration,100,180,completed,200,0,0,18129,1,0.0055,890.00,852.36,1400.00,2000.00,100.9316,adservice,hybrid-dynamic,faas,6.9981,,9869.1290,40.3556,0.0000,0.0000,3.05,9.51,23.34,3.69,4.95,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_100_metrics.csv
phase3,calibration_redis-cart_100,redis-cart,cart,calibration,100,180,completed,200,0,0,18129,1,0.0055,890.00,852.36,1400.00,2000.00,100.9316,recommendationservice,iaas,iaas,28.8810,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_100_metrics.csv
phase3,calibration_redis-cart_100,redis-cart,cart,calibration,100,180,completed,200,0,0,18129,1,0.0055,890.00,852.36,1400.00,2000.00,100.9316,redis-cart,iaas,iaas,4.8259,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_redis-cart_100_metrics.csv
phase1,phase1_redis-cart_100,redis-cart,cart,iaas-only,100,300,completed,200,0,0,34588,0,0.0000,730.00,727.54,1200.00,1300.00,115.6920,frontend,iaas,iaas,42.9774,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_redis-cart_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_redis-cart_100_metrics.csv
